"","X.1","household_key","QUANTITY","BASE_SPEND_AMT","NET_SPEND_AMT","LOY_CARD_DISC","COUPON_DISC","GET_EGGS","WEEK","NEXT_EGGS","X","BASKET_ID","PRODUCT_ID","AGE_DESC","MARITAL_STATUS_CODE","INCOME_DESC","HOMEOWNER_DESC","HH_COMP_DESC","HOUSEHOLD_SIZE_DESC","KID_CATEGORY_DESC","DEPARTMENT","COMMODITY_DESC","SUB_COMMODITY_DESC"
"19181",19181,715,37,57.2,47.85,-9.35,0,1,28,1,6241,34749402546,990335,"55-64","A","15-24K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","COLD CEREAL","ALL FAMILY CEREAL"
"19209",19209,716,4,10.72,7.76,-2.96,0,0,28,0,14680,34873372930,1058997,"45-54","A","75-99K","Homeowner","2 Adults Kids","5+","3+","GROCERY","FLUID MILK PRODUCTS","FLUID MILK WHITE ONLY"
"19237",19237,717,0,0,0,0,0,0,28,0,27802,35386622006,876203,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SALD DRSNG/SNDWCH SPRD","POURABLE SALAD DRESSINGS"
"19265",19265,718,168,516.87,408.3,-95.02,-13.55,1,28,1,1546,34642241611,822499,"45-54","A","25-34K","Homeowner","2 Adults Kids","5+","3+","NUTRITION","RICE CAKES","RICE CAKES"
"19293",19293,719,25,74.89,63.96,-10.93,0,0,28,0,35978,35597875180,914754,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED SWEET GOODS","SWEET GOODS - FULL SIZE"
"19321",19321,720,6,20.9,20.01,-0.89,0,0,28,0,1582,34642271235,967205,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","STONE FRUIT","PLUMS"
"19349",19349,721,1,11.89,10.59,-1.3,0,0,28,0,64000,40037390167,930918,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN MEAT/MEAT DINNERS","FRZN SS PREMIUM ENTREES/DNRS/N"
"19377",19377,722,6,11.21,10.07,-1.14,0,0,28,1,2589,34642655167,1133018,"35-44","A","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","FLUID MILK PRODUCTS","FLUID MILK WHITE ONLY"
"19405",19405,723,0,0,0,0,0,0,28,0,31547,35464143181,827683,NA,NA,NA,NA,NA,NA,NA,"GROCERY","ICE CREAM/MILK/SHERBTS","TRADITIONAL"
"19433",19433,724,0,0,0,0,0,0,28,0,3288,34664555083,891752,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CANNED JUICES","GRAPE JUICE (OVER 50% JUICE)"
"19461",19461,725,43,82.49,70.87,-11.62,0,0,28,0,7652,34762442629,826249,"45-54","U","25-34K","Unknown","Single Female","1","None/Unknown","GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS"
"19489",19489,726,44,142.32,119.36,-22.96,0,0,28,0,24270,35219795838,1323619,NA,NA,NA,NA,NA,NA,NA,"GROCERY","WATER - CARBONATED/FLVRD DRINK","NON-CRBNTD DRNKING/MNERAL WATE"
"19517",19517,727,0,0,0,0,0,0,28,0,3448,34664637981,836445,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","MEAT - MISC","WINGS (IQF)"
"19545",19545,728,2,1.22,1.22,0,0,0,28,0,2266,34642557393,829722,NA,NA,NA,NA,NA,NA,NA,"GROCERY","LAUNDRY DETERGENTS","LIQUID LAUNDRY DETERGENTS"
"19573",19573,729,2,5.67,5.67,0,0,0,28,0,16441,35002875010,1780098,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","VEGETABLES - ALL OTHERS","BEANS"
"19601",19601,730,1,2.68,1.94,-0.74,0,0,28,0,20036,35143929416,1054432,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BEERS/ALES","BEERALEMALT LIQUORS"
"19629",19629,731,2,5.55,5.21,-0.34,0,0,28,1,3327,34664567519,832001,"45-54","U","35-49K","Homeowner","2 Adults No Kids","2","None/Unknown","PRODUCE","MUSHROOMS","MUSHROOMS PORTABELLA"
"19657",19657,732,0,0,0,0,0,0,28,1,11631,34850546523,825618,"55-64","A","75-99K","Homeowner","2 Adults Kids","4","2","GROCERY","YOGURT","YOGURT NOT MULTI-PACKS"
"19685",19685,733,101,261.44,217.13,-44.31,0,0,28,0,14420,34873293257,906502,"45-54","A","75-99K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","CAT FOOD","CANNED CAT FOOD (9 LIVES/FRISK"
"19713",19713,734,0,0,0,0,0,0,28,0,19994,35143903482,845163,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","DINNER SAUSAGE","SMOKED/COOKED - BEEF"
"19741",19741,735,0,0,0,0,0,0,28,0,13735,34872966348,1074509,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN NOVELTIES/WTR ICE","WATER ICE"
"19769",19769,736,20,101.7,97.61,-4.09,0,1,28,0,1951,34642458026,892920,NA,NA,NA,NA,NA,NA,NA,"GROCERY","VEGETABLES - SHELF STABLE","CORN"
"19797",19797,737,0,0,0,0,0,0,28,0,1677,34642350687,844818,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAG SNACKS","CORN CHIPS"
"19825",19825,738,0,0,0,0,0,0,28,0,1432,34642194359,833025,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MILK BY-PRODUCTS","SOUR CREAMS"
"19853",19853,740,61,163.32,140.14,-23.18,0,1,28,0,2342,34642601396,900842,"45-54","A","175-199K","Homeowner","Single Female","2","None/Unknown","GROCERY","MARGARINES","MARGARINE: TUBS AND BOWLS"
"19881",19881,741,8,21.91,19.7,-2.21,0,0,28,1,9722,34837367353,820518,"65+","U","50-74K","Homeowner","2 Adults Kids","3","1","PRODUCE","ORGANICS FRUIT & VEGETABLES","ORGANIC BERRIES"
"19909",19909,742,10,27.31,22.64,-4.67,0,0,28,0,1261,34642127883,844165,"35-44","A","15-24K","Renter","1 Adult Kids","4","2","GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL"
"19937",19937,743,96,300.14,260.43,-39.71,0,1,28,0,11333,34850417571,866211,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","GRAPES","GRAPES WHITE"
"19965",19965,744,0,0,0,0,0,0,28,1,2943,34642803680,847573,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","SELECT BEEF"
"19993",19993,745,34,68.54,61.86,-6.68,0,0,28,0,1644,34642315616,840361,NA,NA,NA,NA,NA,NA,NA,"GROCERY","EGGS","EGGS - LARGE"
"20021",20021,746,0,0,0,0,0,0,28,0,103706,40399918693,819845,NA,NA,NA,NA,NA,NA,NA,"GROCERY","COUPON/MISC ITEMS","CAN DOG FOOD RATION (TRIX/VETS"
"20049",20049,747,0,0,0,0,0,0,28,0,17237,35080415583,864063,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKING MIXES","MUFFIN & CORN BREAD MIX"
"20077",20077,748,38,87.66,79.77,-7.89,0,0,28,1,5009,34748917514,956666,"45-54","B","Under 15K","Homeowner","2 Adults Kids","3","1","GROCERY","SOFT DRINKS","SOFT DRINKS 20PK&24PK CAN CARB"
"20105",20105,749,2,18.1,15.78,-2.32,0,0,28,0,6598,34762025430,1060099,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","TEA SWEETENED"
"20133",20133,750,8,21.61,18.45,-3.16,0,0,28,0,27765,35386610993,844179,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","PRIMAL"
"20161",20161,751,0,0,0,0,0,0,28,0,71233,40097675139,918368,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CHEESE","SHREDDED CHEESE"
"20189",20189,752,0,0,0,0,0,0,28,0,11547,34850512037,896602,"35-44","A","75-99K","Renter","Single Female","2","None/Unknown","GROCERY","WATER - CARBONATED/FLVRD DRINK","NON-CARB FLVRD DRNKNG/MNRL WAT"
"20217",20217,753,0,0,0,0,0,0,28,0,32703,35486121773,847207,"45-54","A","75-99K","Homeowner","2 Adults Kids","4","2","GROCERY","REFRGRATD JUICES/DRNKS","DAIRY CASE 100% PURE JUICE - O"
"20245",20245,754,9,10,8.52,-1.48,0,0,28,0,18209,35080952474,841584,NA,NA,NA,NA,NA,NA,NA,"GROCERY","COFFEE","GROUND DECAFFINATED"
"20273",20273,755,0,0,0,0,0,0,28,0,1902,34642447693,952408,"35-44","U","50-74K","Homeowner","Unknown","1","None/Unknown","DELI","DELI MEATS","MEAT:HAM BULK"
"20301",20301,756,0,0,0,0,0,0,28,0,159885,40877317012,843819,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CANNED JUICES","CRANAPPLE CRAN GRAPE JUICE (5"
"20329",20329,757,0,0,0,0,0,0,28,0,4040,34664791492,929433,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","MAINSTREAM WHITE BREAD"
"20357",20357,758,0,0,0,0,0,0,28,0,92355,40290270459,5852644,NA,NA,NA,NA,NA,NA,NA,"GROCERY","WATER - CARBONATED/FLVRD DRINK","NON-CRBNTD DRNKING/MNERAL WATE"
"20385",20385,759,0,0,0,0,0,0,28,0,8946,34812147411,906844,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BEERS/ALES","BEERALEMALT LIQUORS"
"20413",20413,760,0,0,0,0,0,0,28,0,5468,34749145674,12262830,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF"
"20441",20441,761,103,336.79,276.9,-59.34,-0.55,0,28,1,1572,34642248362,897125,"25-34","A","125-149K","Homeowner","1 Adult Kids","5+","3+","GROCERY","CHEESE","GRATED CHEESE"
"20469",20469,762,27,77.21,64.78,-12.43,0,0,28,0,7,34641671814,6773115,"35-44","A","125-149K","Renter","Single Female","2","None/Unknown","PASTRY","COOKIES","COOKIES: HOLIDAY/SPECIAL OCCAS"
"20497",20497,763,0,0,0,0,0,0,28,0,128941,40618338047,825317,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SOFT DRINKS 20PK&24PK CAN CARB"
"20525",20525,764,7,19.31,17.82,-1.49,0,0,28,0,38,34641691963,830887,"35-44","A","50-74K","Homeowner","2 Adults Kids","5+","3+","GROCERY","CANNED JUICES","ASEPTIC PACK JUICE AND DRINKS"
"20553",20553,765,0,0,0,0,0,0,28,0,78880,40174502547,822407,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","PASTA: CANNED"
"20581",20581,766,42,125.44,111.58,-13.86,0,0,28,1,8851,34812127788,820518,"45-54","A","150-174K","Homeowner","2 Adults No Kids","2","None/Unknown","PRODUCE","ORGANICS FRUIT & VEGETABLES","ORGANIC BERRIES"
"20609",20609,767,0,0,0,0,0,0,28,0,13414,34851235758,825343,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF"
"20637",20637,768,18,46.78,39.52,-7.26,0,0,28,0,1762,34642426233,828901,"35-44","A","50-74K","Renter","Single Female","2","None/Unknown","GROCERY","CONDIMENTS/SAUCES","VINEGAR ALL-EXCEPT WINE/RIC"
"20665",20665,769,0,0,0,0,0,0,28,0,10174,34837470125,948888,NA,NA,NA,NA,NA,NA,NA,"GROCERY","LAUNDRY DETERGENTS","POWDER LAUNDRY DETERGENT"
"20693",20693,770,104,229.31,174.03,-47.88,-7.4,0,28,0,36257,35598071339,830750,"25-34","A","50-74K","Homeowner","2 Adults Kids","5+","3+","GROCERY","FRZN MEAT/MEAT DINNERS","SS ECONOMY ENTREES/DINNERS ALL"
"20721",20721,771,53,124.29,109.36,-14.93,0,1,28,1,930,34642072694,870547,"45-54","U","50-74K","Homeowner","Unknown","1","None/Unknown","GROCERY","MARGARINES","MARGARINE: TUBS AND BOWLS"
"20749",20749,772,0,0,0,0,0,0,28,0,55541,35985182147,1870702,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","TROPICAL FRUIT","BANANAS"
"20777",20777,773,13,51.01,47.93,-3.08,0,0,28,0,20165,35143982148,844498,NA,NA,NA,NA,NA,NA,NA,"NUTRITION","RICE CAKES","LARGE - RICE CAKES"
"20805",20805,774,0,0,0,0,0,0,28,0,16803,35080245320,822407,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","PASTA: CANNED"
"20833",20833,775,0,0,0,0,0,0,28,0,20945,35144306562,825653,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC WINE","BEVERAGE WINES"
"20861",20861,776,1,1.68,1.59,-0.09,0,0,28,0,3258,34664530574,874255,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","LUNCHMEAT","BOLOGNA"
"20889",20889,777,87,248.73,220.74,-27.99,0,0,28,0,6149,34749365933,1130777,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN ICE","ICE - CRUSHED/CUBED"
"20917",20917,778,0,0,0,0,0,0,28,0,10108,34837445261,834833,NA,NA,NA,NA,NA,NA,NA,"GROCERY","REFRGRATD JUICES/DRNKS","DAIRY CASE FRUIT DRINKS (NO JU"
"20945",20945,779,0,0,0,0,0,0,28,1,7933,34762567996,821083,"65+","U","125-149K","Homeowner","2 Adults Kids","3","1","GROCERY","EGGS","EGGS - JUMBO"
"20973",20973,780,0,0,0,0,0,0,28,0,216973,41545316126,863632,NA,NA,NA,NA,NA,NA,NA,"PASTRY","ROLLS","ROLLS: CROISSANTS/BREADSTICKS"
"21001",21001,781,0,0,0,0,0,0,28,0,49962,35841116758,878996,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","GRAPES","GRAPES RED"
"21029",21029,782,0,0,0,0,0,0,28,0,20657,35144125232,834103,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK SNGL SRV BTL CARB (EX"
"21057",21057,783,0,0,0,0,0,0,28,0,87035,40248363253,859010,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAG SNACKS","TORTILLA/NACHO CHIPS"
"21085",21085,784,28,82.38,77.8,-4.58,0,0,28,0,13091,34851123943,861485,"45-54","A","100-124K","Homeowner","Single Female","2","None/Unknown","PRODUCE","VEGETABLES - ALL OTHERS","GREENS"
"21113",21113,785,0,0,0,0,0,0,28,0,27888,35386643412,898958,"65+","A","75-99K","Homeowner","2 Adults No Kids","2","None/Unknown","PRODUCE","STONE FRUIT","PLUMS"
"21141",21141,786,29,111.36,94.26,-17.1,0,1,28,1,4140,34664795303,826597,"19-24","U","75-99K","Homeowner","2 Adults No Kids","2","None/Unknown","MEAT-PCKGD","HEAT/SERVE","ENTREES"
"21169",21169,787,12,54.85,44.3,-10.55,0,0,28,0,16197,35000982498,856772,"25-34","B","25-34K","Homeowner","Single Male","1","None/Unknown","GROCERY","BAKED SWEET GOODS","SNACK CAKE - MULTI PACK"
"21197",21197,788,18,52.59,42.65,-9.94,0,0,28,0,7587,34762386017,859662,"25-34","U","Under 15K","Unknown","1 Adult Kids","2","1","GROCERY","CONVENIENT BRKFST/WHLSM SNACKS","FRUIT SNACKS"
"21225",21225,789,3,11.07,9.87,-1.2,0,0,28,0,5687,34749205074,922561,NA,NA,NA,NA,NA,NA,NA,"DELI","DELI MEATS","MEAT: LUNCHMEAT BULK"
"21253",21253,790,0,0,0,0,0,0,28,0,6430,34749437771,844839,"45-54","U","50-74K","Homeowner","Unknown","1","None/Unknown","MEAT-PCKGD","LUNCHMEAT","LUNCH COMBO"
"21281",21281,791,0,0,0,0,0,0,28,0,25766,35333575640,896369,NA,NA,NA,NA,NA,NA,NA,"GROCERY","PNT BTR/JELLY/JAMS","PEANUT BUTTER"
"21309",21309,792,0,0,0,0,0,0,28,0,198591,41367633087,1144192,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SOFT DRINKS 12/18&15PK CAN CAR"
"21337",21337,793,4,11.82,10.1,-1.72,0,1,28,0,15485,35000686740,995242,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FLUID MILK PRODUCTS","FLUID MILK WHITE ONLY"
"21365",21365,794,0,0,0,0,0,0,28,1,76065,40128236104,867140,NA,NA,NA,NA,NA,NA,NA,"GROCERY","HISPANIC","ORIENTAL VEGETABLES"
"21393",21393,795,0,0,0,0,0,0,28,0,62585,40025591759,965331,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BEANS - CANNED GLASS & MW","VARIETY BEANS - KIDNEY PINTO"
"21421",21421,796,9,22.21,15.87,-6.34,0,1,28,0,10674,34837676780,852180,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SOFT DRINKS 12/18&15PK CAN CAR"
"21449",21449,797,0,0,0,0,0,0,28,1,11306,34850401925,835300,"25-34","U","75-99K","Homeowner","2 Adults No Kids","2","None/Unknown","MEAT","CHICKEN","CHICKEN THIGHS"
"21477",21477,798,53,174.45,148.81,-25.64,0,1,28,0,7773,34762530888,877226,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CONDIMENTS/SAUCES","VINEGAR ALL-EXCEPT WINE/RIC"
"21505",21505,799,0,0,0,0,0,0,28,0,28491,35412671142,823758,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MARGARINES","MARGARINE  STICK"
"21533",21533,800,32,103.81,94.01,-9.8,0,0,28,1,910,34642067601,923670,"25-34","A","35-49K","Homeowner","2 Adults No Kids","2","None/Unknown","MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","PATTIES - RAW"
"21561",21561,801,0,0,0,0,0,0,28,0,4166,34664809005,7168056,NA,NA,NA,NA,NA,NA,NA,"GROCERY","ICE CREAM/MILK/SHERBTS","PREMIUM"
"21589",21589,802,20,104.16,90.28,-13.88,0,0,28,0,23726,35218951910,869660,"65+","U","35-49K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","SHORTENING/OIL","VEGETABLE/SALAD OIL"
"21617",21617,803,8,29.02,25.39,-3.63,0,0,28,0,475,34641850017,847344,"25-34","U","75-99K","Unknown","2 Adults No Kids","2","None/Unknown","GROCERY","SOUP","CONDENSED SOUP"
"21645",21645,804,13,43.91,33.57,-10.34,0,0,28,0,239,34641765571,835788,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN MEAT/MEAT DINNERS","SS ECONOMY ENTREES/DINNERS ALL"
"21673",21673,805,19,68.09,59.63,-8.46,0,1,28,0,1359,34642162811,844165,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL"
"21701",21701,806,0,0,0,0,0,0,28,0,2537,34642638986,825343,"35-44","A","75-99K","Homeowner","2 Adults No Kids","2","None/Unknown","MEAT","BEEF","CHOICE BEEF"
"21729",21729,807,12,36.43,32.88,-3.55,0,0,28,0,10201,34837482254,844165,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL"
"21757",21757,808,9,19.38,17.71,-1.67,0,0,28,0,17119,35080313606,951976,"45-54","U","75-99K","Homeowner","2 Adults Kids","3","1","GROCERY","FROZEN PIZZA","SNACKS/APPETIZERS"
"21785",21785,809,0,0,0,0,0,0,28,0,3555,34664681837,823862,NA,NA,NA,NA,NA,NA,NA,"DELI","CHICKEN/POULTRY","CHIX: ROTISSERIE (HOT)"
"21813",21813,810,0,0,0,0,0,0,28,0,3440,34664611652,883616,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SUGARS/SWEETNERS","SWEETENERS"
"21841",21841,811,0,0,0,0,0,0,28,0,12691,34850917545,830456,NA,NA,NA,NA,NA,NA,NA,"GROCERY","COOKIES/CONES","MULTI-PACK COOKIES"
"21869",21869,812,0,0,0,0,0,0,28,0,16739,35080223479,879755,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK SNGL SRV BTL CARB (EX"
"21897",21897,813,10,47.73,46.95,-0.78,0,0,28,0,10407,34837591118,837862,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAG SNACKS","PRETZELS"
"21925",21925,814,0,0,0,0,0,0,28,0,181476,41160354089,846907,NA,NA,NA,NA,NA,NA,NA,"GROCERY","YOGURT","YOGURT NOT MULTI-PACKS"
"21953",21953,815,0,0,0,0,0,0,28,0,819,34642016668,9833277,NA,NA,NA,NA,NA,NA,NA,"MEAT","PORK","ENHANCED"
"21981",21981,816,0,0,0,0,0,0,28,0,14770,34873432184,995230,"25-34","U","50-74K","Unknown","Single Female","1","None/Unknown","GROCERY","BLEACH","LIQUID BLEACH"
"22009",22009,817,3,15.54,10.77,-4.77,0,0,28,0,2535,34642638868,912620,"35-44","A","150-174K","Homeowner","2 Adults Kids","3","1","GROCERY","ICE CREAM/MILK/SHERBTS","PREMIUM"
"22037",22037,818,11,27,25.88,-1.12,0,0,28,1,82774,40210640801,935959,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK SNGL SRV BTL CARB (EX"
"22065",22065,819,2,12.94,10.39,-2.55,0,0,28,0,106709,40424186844,840601,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL"
"22093",22093,820,11,33,29.82,-3.18,0,1,28,0,2866,34642757839,1085604,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK SNGL SRV BTL CARB (EX"
"22121",22121,821,0,0,0,0,0,0,28,0,89678,40279127268,867215,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FD WRAPS/BAGS/TRSH BG","LAWN & LEAF BAGS"
"22149",22149,822,1,11.6,10.31,-1.29,0,0,28,0,59335,36029965498,995896,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BACON","PREMIUM"
"22177",22177,823,4,11.26,9.26,-2,0,0,28,0,4432,34664926622,833025,"35-44","A","50-74K","Homeowner","2 Adults Kids","3","1","GROCERY","MILK BY-PRODUCTS","SOUR CREAMS"
"22205",22205,824,30,77.23,65.66,-11.57,0,1,28,0,37221,35638365939,901067,NA,NA,NA,NA,NA,NA,NA,"GROCERY","DOG FOODS","DRY DOG FOOD PREMIUM (ALPO/PUR"
"22233",22233,825,40,106.57,95.18,-11.39,0,0,28,1,5549,34749174011,843756,"45-54","A","175-199K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","CHEESE","CREAM CHEESE"
"22261",22261,826,0,0,0,0,0,0,28,0,114181,40496525815,12384431,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FROZEN PIZZA","SANDWICHES&HANDHELDS"
"22289",22289,827,0,0,0,0,0,0,28,0,37662,35638657217,853262,NA,NA,NA,NA,NA,NA,NA,"GROCERY","DRY NOODLES/PASTA","SPAGHETTI DRY"
"22317",22317,828,0,0,0,0,0,0,28,0,673,34641936719,835864,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN MEAT/MEAT DINNERS","SS ECONOMY ENTREES/DINNERS ALL"
"22345",22345,829,42,156.28,131.89,-24.39,0,0,28,0,10832,34850197734,873627,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","MAINSTREAM WHITE BREAD"
"22373",22373,830,28,62.46,53.99,-8.47,0,0,28,0,64338,40037557168,891405,NA,NA,NA,NA,NA,NA,NA,"GROCERY","REFRGRATD DOUGH PRODUCTS","REFRIGERATED BAGELS"
"22401",22401,831,36,102.69,89.39,-13.3,0,0,28,0,5205,34749025773,825006,"45-54","B","50-74K","Homeowner","1 Adult Kids","3","2","PRODUCE","APPLES","APPLES RED DELICIOUS (BULK&BAG"
"22429",22429,832,3,7.28,6.78,-0.5,0,0,28,0,13582,34851290140,824073,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FLUID MILK PRODUCTS","FLUID MILK WHITE ONLY"
"22457",22457,833,0,0,0,0,0,0,28,0,14690,34873387207,826249,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS"
"22485",22485,834,0,0,0,0,0,0,28,0,21016,35144341098,851676,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CANNED JUICES","ASEPTIC PACK JUICE AND DRINKS"
"22513",22513,835,0,0,0,0,0,0,28,0,49586,35840883067,979733,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SPICES & EXTRACTS","SPICES & SEASONINGS"
"22541",22541,836,0,0,0,0,0,0,28,0,4564,34664962740,821083,NA,NA,NA,NA,NA,NA,NA,"GROCERY","EGGS","EGGS - JUMBO"
"22569",22569,837,0,0,0,0,0,0,28,0,12653,34850911081,848631,NA,NA,NA,NA,NA,NA,NA,"GROCERY","HISPANIC","MEXICAN SAUCESSALSAPICANTEE"
"22597",22597,838,0,0,0,0,0,0,28,0,43166,35688864687,905868,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN VEGETABLE/VEG DSH","FRZN BAGGED VEGETABLES - PLAIN"
"22625",22625,839,0,0,0,0,0,0,28,1,202475,41413505540,820165,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","CITRUS","ORANGES NAVELS ALL"
"22653",22653,840,22,38.54,37.44,-1.1,0,0,28,0,2800,34642710623,865569,"35-44","A","75-99K","Homeowner","2 Adults Kids","5+","3+","GROCERY","CONVENIENT BRKFST/WHLSM SNACKS","GRANOLA BARS"
"22681",22681,841,10,32.29,28.05,-4.24,0,1,28,0,8158,34811845201,12673453,NA,NA,NA,NA,NA,NA,NA,"GROCERY","NEW AGE","ENERGY DRINK"
"22709",22709,842,75,177.13,150.9,-26.23,0,0,28,0,1429,34642192540,844165,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL"
"22737",22737,843,0,0,0,0,0,0,28,0,33497,35486370011,870980,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL"
"22765",22765,844,0,0,0,0,0,0,28,0,33808,35573572281,840361,"45-54","A","200-249K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","EGGS","EGGS - LARGE"
"22793",22793,845,0,0,0,0,0,0,28,0,3134,34643536945,1190075,"19-24","B","50-74K","Homeowner","Single Female","1","None/Unknown","GROCERY","BAG SNACKS","TORTILLA/NACHO CHIPS"
"22821",22821,846,0,0,0,0,0,0,28,0,93,34641711614,826249,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS"
"22849",22849,847,13,34.62,31.39,-3.23,0,0,28,0,18960,35108955590,878996,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","GRAPES","GRAPES RED"
"22877",22877,848,82,232.42,209.62,-22.8,0,0,28,0,27819,35386631929,824555,NA,NA,NA,NA,NA,NA,NA,"GROCERY","PWDR/CRYSTL DRNK MX","SOFT DRINK POWDER POUCHES"
"22905",22905,849,46,135.3,128.54,-6.76,0,1,28,0,4662,34665005355,843756,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CHEESE","CREAM CHEESE"
"22933",22933,850,4,11.34,9.61,-1.73,0,0,28,0,22020,35145800072,842426,NA,NA,NA,NA,NA,NA,NA,"DELI","DELI MEATS","MEAT: LUNCHMEAT BULK"
"22961",22961,851,0,0,0,0,0,0,28,0,227414,41628611979,861445,NA,NA,NA,NA,NA,NA,NA,"DELI","CHICKEN/POULTRY","CHIX: VALUE ADDED (HOT)"
"22989",22989,852,17,38.79,35.88,-2.91,0,0,28,0,869,34642053665,878996,"25-34","U","35-49K","Unknown","2 Adults Kids","4","2","PRODUCE","GRAPES","GRAPES RED"
"23017",23017,853,5,31.15,31.15,0,0,0,28,0,90,34641710277,975938,"25-34","B","175-199K","Unknown","Single Female","1","None/Unknown","GROCERY","SOFT DRINKS","MIXERS(CLUB SODA/SELTZERS)FLAV"
