"","household_key","DAY","QUANTITY","BASE_SPEND_AMT","NET_SPEND_AMT","LOY_CARD_DISC","COUPON_DISC","GET_EGGS"
"6742",40,54,21,57.54,51.77,-5.77,0,1
"6743",56,54,3,7.45,6.47,-0.98,0,0
"6744",57,54,1,63.85,63.85,0,0,0
"6745",58,54,4,6.26,6.08,-0.18,0,0
"6746",67,54,15,47.91,35.15,-10.76,-2,0
"6747",80,54,20,87.81,69.24,-18.57,0,1
"6748",85,54,3,9.67,9.67,0,0,0
"6749",92,54,56,182.9,151.25,-31.65,0,1
"6750",115,54,56,125.92,112.19,-13.73,0,0
"6751",122,54,4,9.65,7.25,-2.4,0,0
"6752",125,54,1,9.99,8.99,-1,0,0
"6753",136,54,15,35.53,31.02,-4.51,0,0
"6754",142,54,6,25.16,19.74,-5.42,0,0
"6755",157,54,13,39.81,35.27,-4.54,0,0
"6756",158,54,1,0.65,0.49,-0.16,0,0
"6757",161,54,7,17.07,15.33,-1.74,0,0
"6758",165,54,4,6.03,5.28,-0.75,0,1
"6759",166,54,14,31.44,29.99,-1.45,0,0
"6760",178,54,4,9.78,8.56,-1.22,0,0
"6761",199,54,2,2.76,1.98,-0.78,0,0
"6762",209,54,1,7.99,6.99,-1,0,0
"6763",211,54,2,7.08,5.78,-1.3,0,0
"6764",216,54,21,53.44,48.25,-5.19,0,0
"6765",230,54,20,25.71,22.24,-3.47,0,0
"6766",232,54,12,19.81,17.09,-2.72,0,1
"6767",235,54,8,16.46,15.27,-1.19,0,0
"6768",239,54,15,10.86,9.66,-1.2,0,1
"6769",253,54,4,10.35,8.36,-1.99,0,0
"6770",256,54,4,33.46,33.46,0,0,0
"6771",258,54,2,10.08,10.08,0,0,0
"6772",263,54,8,17.59,17.1,-0.49,0,0
"6773",281,54,2,6.17,5.68,-0.49,0,0
"6774",285,54,5,9.39,7.89,-1.5,0,0
"6775",290,54,12,9.4,7.1,-2.3,0,0
"6776",304,54,4,7.24,6.26,-0.98,0,0
"6777",305,54,3,11.69,11.27,-0.42,0,0
"6778",328,54,11,33.37,32.29,-1.08,0,0
"6779",329,54,9,21.17,19.73,-1.44,0,0
"6780",336,54,2,9.57,7.78,-1.79,0,0
"6781",346,54,5,11.6,11.18,-0.42,0,0
"6782",351,54,6,20.02,18.64,-1.38,0,0
"6783",358,54,13,82.29,76.9,-5.39,0,0
"6784",361,54,43,77.47,65.7,-11.77,0,1
"6785",384,54,2,4.74,4.12,-0.62,0,0
"6786",389,54,18,64.58,55.48,-8.1,-1,0
"6787",401,54,24,78.37,61.75,-16.32,-0.3,1
"6788",402,54,14,41.86,36.4,-5.46,0,0
"6789",413,54,23,73.71,57.01,-16.7,0,0
"6790",423,54,4,17.92,11.96,-5.96,0,0
"6791",424,54,25,59.98,56.87,-3.11,0,0
"6792",428,54,8,24.47,18.76,-5.71,0,0
"6793",432,54,2,8.19,8.19,0,0,0
"6794",443,54,4,15.4,11.58,-3.82,0,0
"6795",445,54,2,4.77,4.48,-0.29,0,0
"6796",454,54,5,9.92,8.46,-1.46,0,0
"6797",456,54,2,9.82,7.18,-2.64,0,0
"6798",462,54,3,5.19,4.84,-0.35,0,0
"6799",463,54,2,6.29,5.67,-0.62,0,0
"6800",467,54,1,4.88,3.69,-1.19,0,0
"6801",471,54,6,20.06,16.12,-3.59,-0.35,0
"6802",493,54,6,14.3,12.03,-2.27,0,0
"6803",507,54,23,66.24,57.43,-8.81,0,1
"6804",510,54,34,78.75,68.36,-9.89,-0.5,0
"6805",511,54,10,27.12,23.98,-3.14,0,0
"6806",517,54,7,13.64,13.15,-0.49,0,0
"6807",534,54,1,1.89,1.78,-0.11,0,0
"6808",542,54,2,20.63,16.31,-4.32,0,0
"6809",553,54,7,23.24,23.06,-0.18,0,1
"6810",560,54,24,63.48,53.93,-8.55,-1,0
"6811",562,54,22,67,58.34,-8.66,0,0
"6812",565,54,1,6.35,6.35,0,0,0
"6813",567,54,7,11.35,10.73,-0.62,0,0
"6814",568,54,62,278.33,238.53,-39.8,0,0
"6815",571,54,20,64.29,62.44,-1.85,0,0
"6816",586,54,3,6.53,5.94,-0.59,0,0
"6817",588,54,11,39.28,33.7,-5.58,0,0
"6818",604,54,2,4.22,3.37,-0.85,0,0
"6819",608,54,43,133.6,121.24,-12.36,0,0
"6820",618,54,4,10.46,9.42,-1.04,0,0
"6821",624,54,5,10.53,7.25,-3.28,0,0
"6822",631,54,7,20.31,19.51,-0.8,0,0
"6823",632,54,7,36.69,36.09,-0.6,0,0
"6824",641,54,11,31.12,25.67,-5.45,0,0
"6825",657,54,1,3.99,3.99,0,0,0
"6826",661,54,3,19.77,13.91,-5.86,0,0
"6827",682,54,6,19.94,15.19,-4.75,0,0
"6828",692,54,15,47.93,42.3,-5.13,-0.5,2
"6829",693,54,5,13.59,10.93,-2.66,0,0
"6830",695,54,1,3.49,3.49,0,0,0
"6831",703,54,43,104.27,94.88,-9.39,0,0
"6832",706,54,6,20.94,15.43,-5.51,0,0
"6833",707,54,14,48,44.01,-3.99,0,0
"6834",710,54,14,32.38,29.22,-3.16,0,0
"6835",714,54,4,6.3,5.15,-1.15,0,0
"6836",718,54,35,118.79,96.09,-21.2,-1.5,1
"6837",750,54,12,18.5,15.8,-2.7,0,0
"6838",762,54,1,0.5,0.5,0,0,0
"6839",771,54,6,11.37,9.53,-1.84,0,0
"6840",800,54,5,12.78,12.29,-0.49,0,0
"6841",804,54,8,15.27,12.72,-2.55,0,0
"6842",840,54,1,4.34,2.92,-1.42,0,0
"6843",841,54,8,40.3,36.28,-4.02,0,0
"6844",852,54,5,12.74,12.25,-0.49,0,0
"6845",853,54,2,18.98,18.98,0,0,0
"6846",878,54,13,16.01,13.98,-2.03,0,1
"6847",884,54,3,4.74,3.87,-0.87,0,0
"6848",898,54,22,53.35,45.28,-8.07,0,0
"6849",900,54,3,7.69,6.77,-0.92,0,0
"6850",901,54,44,116.97,90.05,-26.92,0,0
"6851",922,54,7,14.35,14.05,-0.3,0,0
"6852",929,54,25,53.38,45.35,-8.03,0,1
"6853",939,54,10,10.22,9.66,-0.56,0,0
"6854",941,54,1,10.69,8.99,-1.7,0,0
"6855",946,54,4,4.36,3.97,-0.39,0,0
"6856",947,54,2,1,1,0,0,0
"6857",956,54,12,26.37,24.9,-1.47,0,1
"6858",960,54,16,50.97,47.45,-3.52,0,0
"6859",972,54,3,9.82,8.57,-1.25,0,0
"6860",979,54,42,125.27,101.05,-23.17,-1.05,0
"6861",993,54,3,10.87,9.65,-1.22,0,0
"6862",997,54,1,2.48,1.99,-0.49,0,0
"6863",998,54,14,35.61,29.44,-6.17,0,0
"6864",1,55,50,112.15,98.55,-13.6,0,0
"6865",8,55,11,50.5,43.13,-7.37,0,0
"6866",15,55,2,4.54,4.54,0,0,0
"6867",18,55,2,7.46,6.48,-0.98,0,0
"6868",25,55,8,14.41,12.1,-2.31,0,0
"6869",27,55,9,11.17,11.17,0,0,0
"6870",35,55,23,89.47,76.82,-12.65,0,0
"6871",42,55,14,22.28,18.84,-3.44,0,1
"6872",63,55,3,16.35,16.35,0,0,0
"6873",67,55,6,1.8,1.8,0,0,0
"6874",78,55,7,8.06,7.55,-0.51,0,0
"6875",79,55,21,50.22,43.28,-3.45,-3.49,0
"6876",80,55,2,3.84,3.84,0,0,0
"6877",88,55,35,82.98,70.39,-12.59,0,1
"6878",99,55,3,8.85,8.37,-0.48,0,0
"6879",106,55,7,40.74,33.63,-7.11,0,0
"6880",123,55,3,11.15,9.57,-1.58,0,0
"6881",133,55,37,123.88,90.78,-33.1,0,0
"6882",139,55,8,12.51,11.6,-0.91,0,0
"6883",149,55,36,100.03,90.72,-9.31,0,1
"6884",157,55,20,65.46,55.47,-9.99,0,1
"6885",158,55,4,23.42,15.87,-7.55,0,0
"6886",170,55,17,63.06,52.53,-10.53,0,0
"6887",178,55,6,14.64,12.94,-1.7,0,0
"6888",183,55,3,9.83,9.57,-0.26,0,0
"6889",230,55,29,84.51,69.82,-14.69,0,1
"6890",247,55,20,45.16,38.69,-6.47,0,1
"6891",263,55,9,29.18,22.34,-6.84,0,1
"6892",285,55,3,7.41,5.7,-1.71,0,0
"6893",302,55,3,6.16,5.82,-0.34,0,0
"6894",303,55,72,182.59,157.22,-25.37,0,1
"6895",304,55,5,6.48,6.48,0,0,0
"6896",307,55,1,4.99,4.99,0,0,0
"6897",323,55,1,4.49,4.49,0,0,0
"6898",324,55,5,15.93,14.75,-1.18,0,0
"6899",328,55,8,39.45,37.56,-1.89,0,0
"6900",335,55,7,20.07,19.09,-0.98,0,0
"6901",358,55,3,14.18,11.67,-2.51,0,0
"6902",370,55,4,4.31,3.58,-0.73,0,0
"6903",376,55,10,19.54,15.81,-3.73,0,1
"6904",378,55,3,2.08,2.08,0,0,0
"6905",386,55,19,24.85,21.32,-3.53,0,1
"6906",389,55,26,197.72,151.13,-46.59,0,0
"6907",393,55,3,9.97,8.97,-1,0,0
"6908",396,55,4,9.86,9.17,-0.69,0,0
"6909",401,55,1,8.99,7.99,-1,0,0
"6910",409,55,11,40.75,30.31,-10.44,0,0
"6911",410,55,1,1.87,1.87,0,0,0
"6912",418,55,23,34.96,30.08,-4.88,0,0
"6913",437,55,3,12.46,11.97,-0.49,0,0
"6914",442,55,1,1.58,1.29,-0.29,0,0
"6915",450,55,7,15.89,13.24,-2.65,0,0
"6916",451,55,10,27.22,23.99,-3.23,0,1
"6917",456,55,6,36.72,33.74,-2.98,0,0
"6918",463,55,4,2.66,2,-0.66,0,0
"6919",470,55,3,15.75,14.37,-1.38,0,0
"6920",483,55,9,31.66,27.66,-4,0,0
"6921",493,55,9,22.61,21.11,-1.5,0,0
"6922",510,55,3,8.16,7.67,-0.49,0,0
"6923",526,55,4,7.75,7.37,-0.38,0,0
"6924",534,55,4,3.23,3.23,0,0,0
"6925",558,55,2,7.46,5.46,-2,0,0
"6926",567,55,6,30.06,28.87,-1.19,0,0
"6927",575,55,39,82.55,68.73,-13.82,0,0
"6928",578,55,12,34.57,29.09,-5.48,0,0
"6929",586,55,64,201.5,171.28,-30.22,0,1
"6930",588,55,5,5.87,5.57,-0.3,0,0
"6931",591,55,6,27.13,23.92,-3.21,0,0
"6932",598,55,1,5.18,4.59,-0.59,0,0
"6933",606,55,4,2.72,2.36,-0.36,0,0
"6934",614,55,24,69.38,57.78,-11.6,0,1
"6935",618,55,3,17.37,17.37,0,0,0
"6936",621,55,6,17.98,14.37,-3.61,0,0
"6937",624,55,1,1.15,1.15,0,0,0
"6938",636,55,49,111.87,92.16,-19.71,0,0
"6939",641,55,6,16.73,15.54,-1.19,0,0
"6940",644,55,8,9.43,9.34,-0.09,0,1
"6941",647,55,2,19.78,17.28,-2.5,0,0
"6942",654,55,2,11.44,11.22,-0.22,0,0
"6943",661,55,4,10.98,9.32,-1.66,0,0
"6944",665,55,1,1.58,1.29,-0.29,0,0
"6945",670,55,5,18.74,16.24,-2.5,0,0
"6946",685,55,10,46.95,34.61,-12.34,0,0
"6947",687,55,11,32.78,29.88,-2.4,-0.5,1
"6948",702,55,6,9.92,9.66,-0.26,0,0
"6949",710,55,4,11.14,10.22,-0.92,0,0
"6950",718,55,2,7.56,5.78,-1.78,0,0
"6951",734,55,1,7.99,7.99,0,0,0
"6952",744,55,1,2.88,2.19,-0.69,0,0
"6953",757,55,1,4.99,4.49,-0.5,0,0
"6954",762,55,1,2.39,2.09,-0.3,0,0
"6955",768,55,1,6.38,4.19,-2.19,0,0
"6956",770,55,47,169.87,130.15,-38.62,-1.1,0
"6957",771,55,20,46.94,39.75,-7.19,0,1
"6958",784,55,14,50.66,42.36,-8.3,0,0
"6959",794,55,20,91.45,73,-18.45,0,0
"6960",797,55,1,7.99,7.99,0,0,0
"6961",799,55,2,8.87,7.58,-1.29,0,0
"6962",800,55,4,14.77,11.96,-2.81,0,0
"6963",806,55,28,67.85,59.84,-8.01,0,0
"6964",813,55,33,132.73,115.15,-17.58,0,0
"6965",838,55,11,17.34,15.26,-2.08,0,0
"6966",841,55,5,19.55,14.19,-5.36,0,0
"6967",853,55,1,8.99,8.99,0,0,0
"6968",859,55,13,42.44,31.68,-10.76,0,0
"6969",883,55,5,27.85,26.95,-0.9,0,0
"6970",885,55,6,39.59,35.74,-3.85,0,0
"6971",900,55,15,49.28,44.95,-4.33,0,0
"6972",907,55,6,13.83,12.72,-1.11,0,0
"6973",909,55,39,150.02,126.82,-23.2,0,0
"6974",934,55,4,19.22,15.96,-3.26,0,0
"6975",952,55,35,86.2,76.47,-9.73,0,0
"6976",956,55,14,39.27,33.33,-5.94,0,0
"6977",985,55,21,47.36,38.33,-8.23,-0.8,0
"6978",998,55,14,53.64,43.23,-9.41,-1,1
"6979",6,56,23,77.15,65.53,-11.62,0,0
"6980",7,56,27,68.59,62.08,-6.51,0,0
"6981",13,56,54,185.98,161.83,-21.3,-2.85,1
"6982",19,56,11,14.82,13.93,-0.89,0,0
"6983",20,56,5,11.85,11.85,0,0,0
"6984",27,56,9,11.86,11.65,-0.21,0,0
"6985",46,56,3,7.38,6.36,-1.02,0,0
"6986",48,56,7,19.5,18.23,-1.27,0,0
"6987",57,56,5,12.35,10.55,-1.8,0,0
"6988",68,56,25,59.77,53.37,-6.4,0,1
"6989",72,56,41,132.52,118.01,-14.51,0,1
"6990",78,56,2,4.56,3.78,-0.78,0,0
"6991",91,56,19,39.67,37.67,-2,0,0
"6992",95,56,13,15.25,13.97,-1.28,0,0
"6993",125,56,7,20.09,17.53,-2.56,0,0
"6994",128,56,11,35.83,30.62,-5.21,0,0
"6995",129,56,9,12.8,11.48,-1.32,0,0
"6996",134,56,93,262.18,228.49,-33.69,0,1
"6997",142,56,4,5.8,5.56,-0.24,0,0
"6998",159,56,12,34.93,30.28,-4.65,0,0
"6999",161,56,24,48.9,44.08,-4.82,0,0
"7000",175,56,23,32.48,27.11,-5.37,0,1
"7001",184,56,23,17.16,14.08,-3.08,0,0
"7002",201,56,13,38.99,31.91,-7.08,0,0
"7003",211,56,30,70.2,63.56,-6.64,0,0
"7004",214,56,18,51.6,46.52,-5.08,0,1
"7005",215,56,10,21.17,19.3,-1.87,0,0
"7006",218,56,17,85.05,67.8,-17.25,0,0
"7007",236,56,1,1.85,1.59,-0.26,0,0
"7008",239,56,20,38.36,34.42,-3.94,0,0
"7009",242,56,28,98.42,84.21,-14.21,0,0
"7010",275,56,12,31.64,27.37,-4.27,0,1
"7011",294,56,42,90.24,79.17,-10.07,-1,0
"7012",297,56,8,35.9,31.7,-4.2,0,0
"7013",304,56,9,28.9,21.81,-7.09,0,0
"7014",306,56,6,17.15,13.29,-3.86,0,1
"7015",356,56,7,7.94,7.65,-0.29,0,0
"7016",370,56,3,7.14,5.07,-2.07,0,0
"7017",371,56,8,47.21,46.32,-0.89,0,0
"7018",375,56,4,8.37,6.95,-1.42,0,0
"7019",380,56,38,90.93,77.95,-12.98,0,1
"7020",385,56,60,154.45,135.66,-18.79,0,1
"7021",397,56,12,36.11,33.84,-2.27,0,0
"7022",400,56,39,135.54,126.21,-9.33,0,1
"7023",401,56,16,39.9,34.16,-5.74,0,0
"7024",426,56,41,96.95,82.86,-14.09,0,1
"7025",441,56,14,45.53,40.36,-5.17,0,0
"7026",442,56,8,12.15,11.2,-0.95,0,0
"7027",443,56,30,58.45,50.93,-7.52,0,1
"7028",451,56,1,3.99,3.99,0,0,0
"7029",459,56,2,6.03,5.18,-0.85,0,0
"7030",463,56,1,2.2,1.85,-0.35,0,0
"7031",468,56,2,1.98,1.98,0,0,0
"7032",473,56,30,132.06,107.39,-21.67,-3,1
"7033",478,56,1,6.14,6.14,0,0,0
"7034",483,56,1,15.39,13.69,-1.7,0,0
"7035",489,56,2,5.69,5,-0.69,0,0
"7036",490,56,3,15.48,15.48,0,0,0
"7037",492,56,41,109.96,94.07,-15.89,0,0
"7038",498,56,3,11.42,10.03,-1.39,0,0
"7039",506,56,14,44.26,40.42,-3.84,0,1
"7040",510,56,4,10.66,9.72,-0.94,0,0
"7041",511,56,3,4.74,3.87,-0.87,0,0
"7042",513,56,41,142.44,113.1,-29.34,0,0
"7043",518,56,12,37.52,32.95,-4.57,0,0
"7044",545,56,32,62.57,54.95,-7.62,0,0
"7045",552,56,25,50.7,40.82,-8.59,-1.29,0
"7046",575,56,21,48.13,43.11,-5.02,0,0
"7047",582,56,3,12.25,9.27,-2.98,0,0
"7048",600,56,21,73.74,63.36,-9.05,-1.33,0
"7049",601,56,65,173.72,155.81,-17.91,0,0
"7050",609,56,3,5,4.27,-0.73,0,1
"7051",612,56,24,57,50.66,-6.34,0,1
"7052",618,56,4,4.98,4.54,-0.44,0,0
"7053",627,56,8,26.37,24.66,-1.71,0,1
"7054",631,56,11,21.16,17.7,-3.46,0,0
"7055",649,56,29,47.59,41.57,-6.02,0,1
"7056",673,56,24,73.34,53.28,-19.16,-0.9,1
"7057",705,56,1,2.2,1.85,-0.35,0,0
"7058",714,56,8,20.16,17.45,-2.71,0,0
"7059",715,56,2,5.59,5.38,-0.21,0,1
"7060",718,56,1,1.85,1.59,-0.26,0,0
"7061",743,56,5,10.1,8.55,-1.55,0,0
"7062",761,56,56,149.05,129.95,-19.1,0,0
"7063",762,56,2,8.08,7.18,-0.9,0,0
"7064",766,56,67,185.62,157.64,-27.98,0,1
"7065",768,56,5,20.34,16.25,-4.09,0,0
"7066",776,56,3,14.37,14.37,0,0,0
"7067",784,56,34,117.35,93.44,-23.91,0,0
"7068",791,56,1,1.59,1.59,0,0,0
"7069",797,56,14,70.45,68.71,-1.74,0,0
"7070",803,56,11,30.86,28.46,-2.4,0,1
"7071",815,56,4,17.96,16.66,-1.3,0,0
"7072",816,56,7,7.95,7.95,0,0,0
"7073",825,56,25,136.37,118.74,-16.53,-1.1,0
"7074",837,56,15,15.06,13.7,-1.36,0,0
"7075",840,56,10,27.06,26.37,-0.69,0,0
"7076",860,56,3,15.47,11.87,-3.6,0,0
"7077",862,56,15,33.3,31.64,-1.66,0,0
"7078",865,56,31,117.08,105.65,-11.43,0,0
"7079",883,56,12,39.93,36.58,-3.35,0,0
"7080",891,56,8,20.7,18.85,-1.85,0,0
"7081",893,56,5,19.57,17.77,-1.8,0,0
"7082",896,56,6,33.85,29.85,-4,0,0
"7083",906,56,17,22.78,19.29,-3.49,0,0
"7084",942,56,4,17.64,16.66,-0.98,0,0
"7085",955,56,2,6.16,4.58,-1.58,0,0
"7086",957,56,1,6.99,5.99,-1,0,0
"7087",959,56,18,43.18,38.65,-4.53,0,0
"7088",968,56,32,73.77,66.98,-6.79,0,1
"7089",970,56,13,47.69,40.17,-7.52,0,0
"7090",971,56,3,5.34,4.63,-0.71,0,0
"7091",973,56,81,286.57,262.31,-24.26,0,0
"7092",977,56,3,5.55,4.77,-0.78,0,0
"7093",983,56,28,48.79,44.08,-4.71,0,1
"7094",987,56,1,12.99,12.99,0,0,0
"7095",988,56,4,12.94,11.47,-1.47,0,0
"7096",5,57,1,15.99,15.99,0,0,0
"7097",18,57,36,119.41,111.6,-7.81,0,0
"7098",19,57,12,40.66,36.86,-3.8,0,0
"7099",27,57,7,6.07,6.07,0,0,0
"7100",40,57,4,13.34,11.65,-1.69,0,0
"7101",51,57,2,6.13,6.13,0,0,0
"7102",58,57,21,60.44,57.24,-3.2,0,0
"7103",65,57,3,8.71,7.97,-0.74,0,0
"7104",69,57,3,9.08,8.87,-0.21,0,1
"7105",87,57,6,21.81,20.14,-1.67,0,0
"7106",98,57,9,13.39,12.5,-0.89,0,0
"7107",99,57,10,19.45,17.76,-1.69,0,0
"7108",101,57,17,38.48,28.83,-9.65,0,0
"7109",124,57,2,5.98,5.28,-0.7,0,0
"7110",162,57,5,23.87,21.15,-2.72,0,0
"7111",167,57,8,23.61,22.12,-1.49,0,0
"7112",178,57,4,6.32,5.16,-1.16,0,0
"7113",191,57,10,32.4,26.2,-6.2,0,0
"7114",195,57,7,18.05,14.63,-3.42,0,1
"7115",205,57,9,28.45,26.31,-2.14,0,0
"7116",208,57,3,10.53,9.63,-0.35,-0.55,0
"7117",210,57,34,93.61,76.2,-15.41,-2,0
"7118",215,57,16,42.61,35.02,-7.59,0,0
"7119",219,57,32,88.39,77.3,-11.09,0,0
"7120",220,57,22,56.61,48.93,-7.68,0,0
"7121",223,57,4,17.07,15.46,-1.61,0,1
"7122",232,57,39,47.07,40.19,-6.88,0,0
"7123",247,57,12,24.82,21.35,-3.47,0,0
"7124",253,57,53,98.59,83.09,-15.5,0,0
"7125",258,57,3,13.46,12.77,-0.69,0,0
"7126",262,57,4,16.26,14.83,-1.43,0,0
"7127",268,57,18,55.95,51.91,-4.04,0,0
"7128",273,57,1,1.45,1.39,-0.06,0,0
"7129",285,57,3,6.65,5.17,-1.48,0,0
"7130",291,57,9,27.16,20.18,-6.98,0,0
"7131",307,57,3,4.24,4.24,0,0,1
"7132",311,57,36,50.03,44.93,-5.1,0,1
"7133",325,57,5,23.02,18.65,-4.37,0,0
"7134",328,57,39,170.24,154.74,-15.5,0,0
"7135",329,57,4,14.38,14.28,-0.1,0,0
"7136",334,57,7,36.7,29.33,-7.37,0,0
"7137",343,57,6,18.12,16.44,-1.68,0,0
"7138",362,57,24,54.67,48.78,-5.89,0,1
"7139",376,57,11,22.01,19.45,-2.56,0,0
"7140",377,57,18,60.58,50.78,-9.8,0,0
"7141",378,57,2,18.07,17.28,-0.79,0,0
"7142",390,57,2,3.96,3.96,0,0,0
"7143",405,57,23,61.5,50.34,-11.16,0,0
"7144",410,57,15,27.83,25.04,-2.79,0,0
"7145",413,57,1,3.07,2.39,-0.68,0,0
"7146",417,57,48,124.36,103.95,-20.41,0,0
"7147",421,57,32,113.74,89.36,-22.38,-2,1
"7148",434,57,18,28.23,26.26,-1.97,0,0
"7149",438,57,19,84.22,76.34,-7.88,0,0
"7150",442,57,1,1.58,1.29,-0.29,0,0
"7151",447,57,4,6.2,5.7,-0.5,0,1
"7152",450,57,1,2.2,1.85,-0.35,0,0
"7153",451,57,15,53.86,52.57,-1.29,0,0
"7154",454,57,13,42.98,35.03,-7.95,0,0
"7155",463,57,3,2,1.5,-0.5,0,0
"7156",470,57,4,12.74,11.86,-0.88,0,0
"7157",472,57,26,97.96,91.38,-6.58,0,1
"7158",483,57,4,17.38,16.41,-0.97,0,0
"7159",484,57,1,3.19,2.99,-0.2,0,0
"7160",489,57,5,26.23,26.23,0,0,0
"7161",493,57,6,19.98,19.48,0,-0.5,0
"7162",503,57,4,15.73,13.36,-2.37,0,0
"7163",513,57,4,19.75,17.94,-1.81,0,0
"7164",517,57,23,57.21,49.04,-8.17,0,1
"7165",518,57,15,42.53,34.56,-7.97,0,0
"7166",538,57,29,90.99,72.76,-18.23,0,0
"7167",543,57,21,29.04,25.06,-3.98,0,0
"7168",548,57,2,6.38,6.38,0,0,0
"7169",565,57,20,98.46,87.29,-11.17,0,0
"7170",567,57,8,23.53,19.53,-4,0,1
"7171",568,57,3,7.35,6.77,-0.58,0,0
"7172",580,57,4,20.23,19.1,-1.13,0,0
"7173",583,57,43,48.68,37.93,-10.75,0,0
"7174",593,57,5,10.4,9.31,-1.09,0,0
"7175",604,57,10,33.97,29,-4.97,0,0
"7176",609,57,5,7.16,6.68,-0.48,0,0
"7177",618,57,30,61.32,53.54,-7.78,0,0
"7178",621,57,8,8.68,8.68,0,0,0
"7179",622,57,12,48.07,42.26,-5.81,0,0
"7180",630,57,4,21.92,15.96,-5.96,0,0
"7181",631,57,6,18.31,16.83,-1.48,0,0
"7182",638,57,22,55.62,46.47,-9.15,0,0
"7183",644,57,9,20.79,17.31,-3.48,0,0
"7184",647,57,23,101.03,96.26,-4.77,0,0
"7185",658,57,4,8.83,7.66,-1.17,0,0
"7186",669,57,9,34.09,32.91,-1.18,0,2
"7187",671,57,5,21.37,19.85,-1.52,0,0
"7188",680,57,25,55.96,45.62,-10.34,0,0
"7189",681,57,16,64.36,60.17,-4.19,0,0
"7190",682,57,1,4.58,3.29,-1.29,0,0
"7191",695,57,6,35.88,29.94,-5.94,0,0
"7192",708,57,19,58.94,51.14,-7.8,0,0
"7193",712,57,49,140.46,127.09,-12.97,-0.4,0
"7194",715,57,11,30.81,26.74,-4.07,0,0
"7195",718,57,1,1.82,1.69,-0.13,0,0
"7196",733,57,20,43.29,33.1,-10.19,0,0
"7197",741,57,17,77.03,62.85,-14.18,0,0
"7198",745,57,32,74.54,66.24,-8.3,0,0
"7199",749,57,6,25.05,22.46,-2.59,0,0
"7200",762,57,3,8.67,6.93,-1.74,0,0
"7201",765,57,64,172.29,147.03,-19.51,-5.75,0
"7202",768,57,20,57.03,51.26,-5.77,0,0
"7203",769,57,2,7.31,7.31,0,0,0
"7204",771,57,19,43.67,39.72,-3.95,0,0
"7205",786,57,23,85.75,80.81,-4.94,0,1
"7206",787,57,1,9.99,8.49,-1.5,0,0
"7207",788,57,5,4.62,4.62,0,0,0
"7208",798,57,58,145.14,126.27,-18.87,0,1
"7209",800,57,20,57.88,48.88,-9,0,1
"7210",805,57,2,7.68,7.48,-0.2,0,0
"7211",808,57,4,7.69,6.86,-0.83,0,0
"7212",823,57,3,9.57,8.37,-1.2,0,0
"7213",831,57,2,5.98,5.98,0,0,0
"7214",852,57,8,23.87,22.36,-1.51,0,0
"7215",856,57,33,106.89,92.3,-14.59,0,1
"7216",866,57,12,40.05,34.5,-5.55,0,0
"7217",871,57,12,36.86,31.78,-5.08,0,0
"7218",874,57,1,2.69,2.69,0,0,0
"7219",876,57,15,39.42,35.39,-4.03,0,0
"7220",881,57,16,41.34,37.26,-4.08,0,0
"7221",886,57,4,7.4,6.36,-1.04,0,0
"7222",896,57,4,13.33,10.66,-2.67,0,0
"7223",900,57,3,8.46,7.97,-0.49,0,0
"7224",907,57,6,20.7,17.3,-3.4,0,0
"7225",911,57,32,114.86,98.16,-14.7,-2,0
"7226",916,57,49,141.16,115.93,-25.23,0,1
"7227",920,57,41,147.79,118.24,-25.76,-3.79,1
"7228",928,57,10,16.77,14.4,-2.37,0,0
"7229",929,57,16,24.98,20.67,-4.31,0,0
"7230",938,57,12,52.36,52.36,0,0,0
"7231",939,57,16,30.46,25.98,-4.48,0,0
"7232",946,57,6,9.04,7.46,-1.58,0,0
"7233",947,57,12,38.51,32,-6.01,-0.5,0
"7234",952,57,9,27.48,23.42,-4.06,0,1
"7235",954,57,15,38.68,32.16,-6.52,0,0
"7236",956,57,18,70.77,65.44,-5.33,0,0
"7237",957,57,2,3.96,2.98,-0.98,0,0
"7238",971,57,10,35.72,32.96,-2.76,0,0
"7239",981,57,21,94.64,77.57,-17.07,0,0
"7240",982,57,55,133.38,112.09,-19.64,-1.65,1
"7241",987,57,77,174.63,153.45,-21.18,0,1
"7242",996,57,16,47.71,39.17,-7.54,-1,0
"7243",999,57,5,16.29,15.23,-1.06,0,0
"7244",19,58,28,71.2,64.34,-6.86,0,0
"7245",22,58,18,51.66,43.44,-8.22,0,0
"7246",25,58,7,18.42,16.96,-1.46,0,0
"7247",27,58,9,13.76,13.16,-0.6,0,0
"7248",32,58,58,136.84,119.38,-17.46,0,1
"7249",36,58,47,163.53,133.21,-29.82,-0.5,1
"7250",39,58,14,48.44,42.17,-6.27,0,0
"7251",49,58,22,81.47,70.88,-10.59,0,0
"7252",64,58,10,22.04,18.59,-3.45,0,0
"7253",65,58,6,22.1,21.04,-1.06,0,0
"7254",68,58,5,22.53,17.35,-2.68,-2.5,0
"7255",69,58,2,5.35,4.83,-0.52,0,0
"7256",81,58,4,11.9,10.91,-0.99,0,0
"7257",83,58,7,9.03,7.41,-1.62,0,0
"7258",95,58,23,86.59,73.98,-12.61,0,0
"7259",98,58,14,29.2,24.79,-4.41,0,0
"7260",106,58,1,4.99,4.99,0,0,0
"7261",112,58,1,2.99,2.99,0,0,0
